das Instrument	el instrumento
die Kunst	el/la arte
die Mode	la moda
das Konzert	el concierto
der Film	la película
die Disko	el disco
die Architektur	la arquitectura
das Orchester	la orquesta
das Lied	la canción
der Tanz	el baile / la danza
die Oper	la ópera
das Gemälde	el cuatro
der Auftritt	la actuación
die Bühne	el escenario
das Theaterstück	el espectáculo
das Musical	el musical
die Malerei	la pintura
die Fotografie	la fotografía
die Veranstaltung	el evento / el acto
der Roman	la novela
der Buchstabe	la letra
die Leidenschaft	la pasión
der Krieg	la guerra	Politik
die Wahl	la elección
die Regierung	el gobierno
der Präsident	el presidente
die Partei	el partido
das Gesetz	la ley
die Gesellschaft	la sociedad
die Aktiengesellschaft	la sociedad anónima
das Recht	el derecho
der Minister	el ministro
das Ministerium	el ministerio
die Sicherheit	la seguridad
der Politiker	el político
die Freiheit	la libertad
der Rat	el consejo
der Aufsichtsrat	el consejo de supervisión
die Organisation	la organización
der Kongress	el congreso
die Gerechtigkeit	la justicia
die Krise	la crisis
die Verteidigung	la defensa
die Verwaltung	la administración
der Plan	el plan
die Republik	la república
die Politik	la política
die Armee	el ejército
die Kampagne	la campaña
die Demokratie	la democracia
die Opposition	la oposición
sozialistisch	socialista
die Gewalt	la violencia
die Verfassung	la constitución
der Führer	el líder
der Organismus	el organismo
der Bürgermeister	el alcalde
die Rede	el discurso
die Unabhängigkeit	la independencia
die Unabhängigkeitserklärung	la declaración de independencia
die Aussage (vor Gericht)	el testimonio
Bundes-	federal
der Konflikt	el conflicto
der Dialog	el diálogo
der Kandidat	el candidato
die Präsidentschaft	la presidencia
das Budget	el presupuesto
die Strategie	la estrategia
die Taktik	la táctica
der Gouverneur	el gobernador
der Bund, der Verband	la federación
die Einigung	el acuerdo
demokratisch	democrático
die Korruption	la corrupción
die Kooperation	la cooperación
die Steuer	el impuesto
die Landwirtschaft	la agricultura
die Demonstration	la manifestación
das Verbrechen	el crimen
das Defizit	el déficit
die Präsidentschaftswahl	la elección presidencial
der Botschafter	el embajador
die deutsche Botschaft	la embajada alemana
die Armut	la pobreza
die Stabilität	la estabilidad
der Reichtum	la riqueza
der Wohlstand	la prosperidad
die Macht	el poder
die Diktatur	la dictadura
der Diktator	el dictador
das Reich	el imperio
der Bürgerkrieg	la guerra civil
die Gesetzgebung	la legislación
der Senator	el senador
die Wahlurne	la urna electoral
die Wahlbeteiligung	la participación electoral
der Unterschied	la diferencia
die Festnahme	la detención / el arresto
jn. festnehmen	arrestar a alguno
der Punkt	el punto	Wissenschaft
die Maßnahme	la medida
die Energie	la energía
die Funktion	la función
die Linie	la línea
die Analyse	el análisis
die Materie	la materia
die Wissenschaft	la ciencia
das Konzept	el concepto
die Physik	la física
die Technik	el técnico
die Technologie	la tecnología
die Oberfläche	la superficie
die Geschwindigkeit	la velocidad
die Methode	el método
das Volumen	el volumen
die Temperatur	la temperatura
das Element	el elemento
die Masse	la masa
die Philosophie	la filosofía
das Gleichgewicht	el equilibro
das Limit	el límite
der Wissenschaftler	el científico
die Formel	la fórmula
der Durchschnitt	el promedio
durchschnittlich	de media
die These	la tesis
die Substanz	la sustancia
die Atmosphäre	la atmósfera
das Labor	el laboratorio
die Tiefe	la profundidad
die Entdeckung	el descubrimiento
die Beobachtung	la observación
der Kern	el núcleo
die Chemie	la química
die Meinung	la opinión	Abstrakte Objekte 3
das Gewinnspiel	el concurso
die Schwierigkeit	la dificultad
die Überlegung	la reflexión
der Gipfel	la cumbre
die Einbildung	la imaginación
der Wink, die Geste	la seña
das Zeichen	el signo
die Dimension	la dimensión
der Antrag	la solicitud
der Heiratsantrag	la petición de mano
die Verwandlung	la transformación
die Kindheit	la infancia
die Pflicht	la obligación / el deber
die Sammlung	la colección
der Beweis	la prueba / la evidencia
das Verfahren	el procedimiento
der Kreis	el círculo
die Veröffentlichung	la publicación
das Phänomen	el fenómeno
der Vorteil	la ventaja
die Einstellung	la actitud
die Installation	la instalación
die Einführung	la introducción
der Transport	el transporte
die Warteschlange	la cola
der Schwanz	la cola
die Vielfalt	la variedad
die Menge	la cantidad
das Abenteuer	la aventura
die Chance	la oportunidad
das Panorama	la panorama
die Dunkelheit	la oscuridad
die Erhaltung	la conservación
der Rückgang	la disminución
die Schlussfolgerung	la conclusión
die Option	la opción
die Erlaubnis	el permiso
der Gegner	el oponente
der Rivale	el rival
die Zerstörung	la destrucción
das Wohlbefinden	el bienestar
der Skandal	el escándalo
die Untersuchung	la revisión
das Symbol	el símbolo
die Gleichheit	la igualdad
die Verwirrung	la confusión
die Beschreibung	la descripción
das Profil	el perfil
der Ruhm	la fama
das Ansehen	la reputación
die Art und Weise	la manera
Auf keinen Fall!	¡De ninguna manera!
die Identifizierung	la identificación
der Schaden	el daño
schaden	dañar
die Alternative	la alternativa
die Verantwortung	la responsabilidad
Recht haben	tener razón
das Passwort	la clave / la contraseña
der Angriff	el ataque
das Detail	el detalle
die Reaktion	la reacción
das Projekt	el proyecto
die Kraft	la fuerza
die Idee	la idea
die Figur	la figura
der Rest	el resto
die Ursache	la causa
die Form	la forma
der Teil	la parte
der Gewinn	el beneficio
der Fortschritt	el progreso
die Disziplin	la disciplina
der Ort, der Platz	el sitio
